"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","Q88_First.Click","Q88_Last.Click","Q88_Page.Submit","Q88_Click.Count","Q84_First.Click","Q84_Last.Click","Q84_Page.Submit","Q84_Click.Count","vA_sue_AV_1","vB_mf_sue_AV_1","vA_cntf_AV_1","vB_cntf_AV_1","avoid_AV_1","Q179_First.Click","Q179_Last.Click","Q179_Page.Submit","Q179_Click.Count","Q181_First.Click","Q181_Last.Click","Q181_Page.Submit","Q181_Click.Count","intv_check_AV","vA_sue_AV_intv_1","vB_mf_sue_AV_intv_1","vA_cntf_AV_intv_1","vB_cntf_AV_intv_1","avoid_AV_intv_1","Q87_First.Click","Q87_Last.Click","Q87_Page.Submit","Q87_Click.Count","Q82_First.Click","Q82_Last.Click","Q82_Page.Submit","Q82_Click.Count","vA_sue_1","vB_driver_sue_1","vB_mf_sue_1","vA_cntf_1","vB_cntf_1","avoid_1","Q184_First.Click","Q184_Last.Click","Q184_Page.Submit","Q184_Click.Count","Q186_First.Click","Q186_Last.Click","Q186_Page.Submit","Q186_Click.Count","intv_check","vA_sue_intv_1","vB_sue_intv_1","vB_mf_sue_intv_1","vA_cntf_intv_1","vB_cntf_intv_1","avoid_intv_1","comp1","comp_accident","ai_familiarity_1","gender","gender_4_TEXT","age","edu","edu_8_TEXT","Q151_First.Click","Q151_Last.Click","Q151_Page.Submit","Q151_Click.Count","FL_4_DO","FL_92_DO","FL_98_DO","questions_1_AV_DO","questions_2_AV_DO","questions_1_AV_intv_DO","questions_2_AV_intv_DO","questions_1_DO","questions_2_DO","questions_1_intv_DO","questions_2_intv_DO"
"2024-06-18 17:36:12","2024-06-18 17:43:06","0","NA","100","413","1","2024-06-18 17:43:06","R_5XOnKFAvYbzyecN","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.322","15.468","49.621","7","16.734","16.734","19.818","1","100","0","9","100","0","0","","","","","","","","","","","","","","","","2","1","10","2","","48","4","","","","","","FL_40","","FL_99","","","","","Q90|vA_sue|vB_mf_sue|vB_driver_sue","Q71|avoid|vB_cntf|vA_cntf","",""
"2024-06-18 17:45:25","2024-06-18 17:45:53","0","NA","100","28","1","2024-06-18 17:45:54","R_32Xy1ZTFDW1N4Bx","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-06-18 17:43:02","2024-06-18 17:46:03","0","NA","100","181","1","2024-06-18 17:46:03","R_5TvIRgEihoWjOON","","","","","NA","NA","anonymous","EN","1","2","2","0","0","37.839","0","0","0","14.108","0","96","96","100","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","70","2","","51","5","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|vB_cntf_AV|avoid_AV|vA_cntf_AV","","","","","",""
"2024-06-18 17:40:52","2024-06-18 17:46:39","0","NA","100","347","1","2024-06-18 17:46:40","R_6QcM38Q2qVEgyqo","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","33.807","0","0","0","16.241","0","1,2","100","0","100","62","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","2","","46","1","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vB_cntf_AV_intv|vA_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-18 17:40:32","2024-06-18 17:47:21","0","NA","100","409","1","2024-06-18 17:47:22","R_3GBKHxJp9s9K4Sr","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","22.954","0","0","0","32.384","0","93","3","5","78","7","8","","","","","","","","","","","","","","","","2","1","32","2","","46","4","","","","","","FL_40","","FL_99","","","","","Q90|vA_sue|vB_mf_sue|vB_driver_sue","Q71|vA_cntf|avoid|vB_cntf","",""
"2024-06-18 17:41:52","2024-06-18 17:48:02","0","NA","100","370","1","2024-06-18 17:48:03","R_5kmgvD9qcM5jCWR","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30.621","0","0","0","11.264","0","1,2","100","5","20","85","40","30","2","2","40","2","","35","3","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv","Q167|vB_cntf_intv|vA_cntf_intv|avoid_intv"
"2024-06-18 17:39:09","2024-06-18 17:49:51","0","NA","100","641","1","2024-06-18 17:49:51","R_5PweppYTrfOMmU1","","","","","NA","NA","anonymous","EN","1","2","2","26.051","28.282","29.504","4","13.438","19.572","21.907","2","95","75","100","35","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","80","1","","37","4","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|avoid_AV|vB_cntf_AV|vA_cntf_AV","","","","","",""
"2024-06-18 17:44:39","2024-06-18 17:50:22","0","NA","100","343","1","2024-06-18 17:50:22","R_3Nlj6G4jV5KLEUN","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","19.29","40.039","40.789","2","0","0","14.767","0","1,2","100","0","100","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","2","","56","4","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|avoid_AV_intv|vB_cntf_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-18 17:45:57","2024-06-18 17:50:36","0","NA","100","279","1","2024-06-18 17:50:37","R_3rIAKKijSmr4UVx","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30.97","0","0","0","12.82","0","90","0","0","100","14","23","","","","","","","","","","","","","","","","2","1","0","2","","35","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vA_sue|vB_driver_sue","Q71|avoid|vB_cntf|vA_cntf","",""
"2024-06-18 17:48:29","2024-06-18 17:51:00","0","NA","100","151","1","2024-06-18 17:51:01","R_5z2Exq8QQHBFhM5","","","","","NA","NA","anonymous","EN","1","2","2","0","0","14.313","0","0","0","12.623","0","96","0","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","100","2","","50","3","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vB_cntf_AV|avoid_AV|vA_cntf_AV","","","","","",""
"2024-06-18 17:50:49","2024-06-18 17:53:32","0","NA","100","163","1","2024-06-18 17:53:32","R_6rOK81TAMOVutpo","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.956","20.956","21.744","1","0","0","10.865","0","1,2","100","0","0","100","0","0","2","1","40","1","","39","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_sue_intv|vB_mf_sue_intv|vA_sue_intv","Q167|avoid_intv|vB_cntf_intv|vA_cntf_intv"
"2024-06-18 17:54:03","2024-06-18 17:59:04","0","NA","100","300","1","2024-06-18 17:59:04","R_3qUKQikapTQGkry","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","31.273","0","0","0","12.313","0","1,2","100","0","100","30","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","69","3","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vB_cntf_AV_intv|avoid_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-18 17:56:43","2024-06-18 17:59:59","0","NA","100","196","1","2024-06-18 18:00:00","R_7gBIJKg4FlSEV23","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.559","17.277","18.214","3","9.708","11.142","13.979","2","1,2","85","16","29","91","50","33","2","1","26","2","","48","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv","Q167|vB_cntf_intv|avoid_intv|vA_cntf_intv"
"2024-06-18 17:58:44","2024-06-18 18:03:04","0","NA","100","260","1","2024-06-18 18:03:05","R_7mlc11N1G8dS47V","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","25.372","0","0","0","14.66","0","1,2","100","0","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","50","2","","42","1","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vA_cntf_AV_intv|avoid_AV_intv|vB_cntf_AV_intv","","","",""
"2024-06-18 18:00:45","2024-06-18 18:03:17","0","NA","100","152","1","2024-06-18 18:03:18","R_1XhPguYH98Rd3QO","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.045","21.776","22.863","2","8.946","8.946","11.367","1","100","3","0","96","0","8","","","","","","","","","","","","","","","","2","1","60","1","","50","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_driver_sue|vA_sue|vB_mf_sue","Q71|avoid|vA_cntf|vB_cntf","",""
"2024-06-18 18:00:02","2024-06-18 18:05:58","0","NA","100","355","1","2024-06-18 18:05:58","R_7TdA2ZTpGTyp68h","","","","","NA","NA","anonymous","EN","1","2","2","24.809","77.489","78.801","2","4.995","8.165","11.88","2","100","0","100","0","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","","46","5","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|avoid_AV|vB_cntf_AV|vA_cntf_AV","","","","","",""
"2024-06-18 18:05:25","2024-06-18 18:10:52","0","NA","100","326","1","2024-06-18 18:10:52","R_7IpqESuuwrxkscF","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","52.891","0","0","0","16.486","0","1,2","100","0","0","80","8","9","2","1","0","2","","58","3","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vB_sue_intv|vA_sue_intv","Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv"
"2024-06-18 18:04:49","2024-06-18 18:11:26","0","NA","100","397","1","2024-06-18 18:11:27","R_6gNMpHAnIGVQO1m","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.557","29.648","32.435","3","15.284","15.284","17.772","1","100","0","0","100","30","10","","","","","","","","","","","","","","","","2","1","50","2","","37","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_driver_sue|vB_mf_sue|vA_sue","Q71|avoid|vA_cntf|vB_cntf","",""
"2024-06-18 18:06:33","2024-06-18 18:11:33","0","NA","100","299","1","2024-06-18 18:11:33","R_3IQ4gtXRAUteZqj","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","1.878","34.609","35.772","5","13.53","13.53","14.709","1","1,2","100","30","100","25","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","25","1","","30","3","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|avoid_AV_intv|vA_cntf_AV_intv|vB_cntf_AV_intv","","","",""
"2024-06-18 18:04:30","2024-06-18 18:12:03","0","NA","100","452","1","2024-06-18 18:12:03","R_5nTLvvuG0BCXAC3","","","","","NA","NA","anonymous","EN","1","2","2","26.344","57.117","66.7","4","1.458","5.507","13.481","2","71","76","100","71","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","8","2","","52","4","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vA_cntf_AV|vB_cntf_AV|avoid_AV","","","","","",""
"2024-06-18 18:10:22","2024-06-18 18:13:05","0","NA","100","162","1","2024-06-18 18:13:06","R_38IZMhWAbM5EZ0J","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0.293","0.293","77.492","1","0","0","20.464","0","2,3","78","73","87","85","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","88","1","","29","3","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vB_cntf_AV_intv|avoid_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-18 18:09:43","2024-06-18 18:13:25","0","NA","100","221","1","2024-06-18 18:13:25","R_3AGZLGYYM7HvNg2","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","21.978","0","0","0","16.343","0","100","0","29","100","30","30","","","","","","","","","","","","","","","","2","1","0","2","","58","3","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vA_sue|vB_driver_sue","Q71|vA_cntf|vB_cntf|avoid","",""
"2024-06-18 18:09:56","2024-06-18 18:13:29","0","NA","100","212","1","2024-06-18 18:13:30","R_3Ok510Uu5Ocbo7B","","","","","NA","NA","anonymous","EN","1","2","2","10.842","10.842","22.205","1","0","0","14.064","0","85","20","100","30","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","","28","3","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|vB_cntf_AV|avoid_AV|vA_cntf_AV","","","","","",""
"2024-06-18 18:11:54","2024-06-18 18:18:06","0","NA","100","372","1","2024-06-18 18:18:06","R_1Gj2VyGXSZ1J41X","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","37.92","0","0","0","17.743","0","1,2","100","0","0","100","0","1","2","1","3","2","","38","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv","Q167|avoid_intv|vA_cntf_intv|vB_cntf_intv"
"2024-06-18 18:16:20","2024-06-18 18:19:51","0","NA","100","211","1","2024-06-18 18:19:52","R_1PL9LedHwyDhJf0","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","14.75","0","0","0","13.318","0","1,2","100","0","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","2","","58","2","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vB_cntf_AV_intv|avoid_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-18 18:18:16","2024-06-18 18:21:14","0","NA","100","177","1","2024-06-18 18:21:15","R_1bUFaQ904CbB7M2","","","","","NA","NA","anonymous","EN","1","2","2","0","0","13.405","0","11.633","11.633","12.086","1","100","0","100","23","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","60","2","","33","4","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|avoid_AV|vB_cntf_AV|vA_cntf_AV","","","","","",""
"2024-06-18 18:17:57","2024-06-18 18:21:53","0","NA","100","236","1","2024-06-18 18:21:54","R_12YqQRnsn6FBI2Y","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25.482","0","0","0","17.718","0","100","0","0","100","40","20","","","","","","","","","","","","","","","","2","1","0","2","","56","3","","","","","","FL_40","","FL_99","","","","","Q90|vA_sue|vB_mf_sue|vB_driver_sue","Q71|vB_cntf|vA_cntf|avoid","",""
"2024-06-18 18:20:55","2024-06-18 18:22:20","0","NA","100","84","1","2024-06-18 18:22:20","R_6NVCs0OHVahzOBu","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10.779","0","10.681","10.681","10.921","1","100","0","0","100","0","0","","","","","","","","","","","","","","","","2","1","50","1","","33","3","","","","","","FL_40","","FL_99","","","","","Q90|vB_driver_sue|vA_sue|vB_mf_sue","Q71|vB_cntf|vA_cntf|avoid","",""
"2024-06-18 18:19:10","2024-06-18 18:23:25","0","NA","100","255","1","2024-06-18 18:23:26","R_6P5bdTymEZBGqN1","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","7.315","14.058","41.016","2","14.36","14.36","15.337","1","1,2","100","50","100","15","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","15","2","","60","3","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|avoid_AV_intv|vB_cntf_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-18 18:21:59","2024-06-18 18:24:21","0","NA","100","141","1","2024-06-18 18:24:21","R_5GBZ3FXVJo0JYSR","","","","","NA","NA","anonymous","EN","1","2","2","0","0","18.588","0","0","0","12.371","0","100","0","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","24","2","","23","2","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vB_cntf_AV|avoid_AV|vA_cntf_AV","","","","","",""
"2024-06-18 18:23:02","2024-06-18 18:27:09","0","NA","100","247","1","2024-06-18 18:27:10","R_5huwWwc45SKMyOd","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.785","40.942","42.113","3","0","0","12.675","0","1,2","93","0","0","100","0","0","2","1","50","2","","51","3","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vB_sue_intv|vA_sue_intv","Q167|vB_cntf_intv|vA_cntf_intv|avoid_intv"
"2024-06-18 18:26:43","2024-06-18 18:29:39","0","NA","100","175","1","2024-06-18 18:29:39","R_6ImGikeETuqhkno","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","26.504","0","0","0","14.662","0","100","0","0","100","0","0","","","","","","","","","","","","","","","","2","1","3","1","","55","4","","","","","","FL_40","","FL_99","","","","","Q90|vA_sue|vB_mf_sue|vB_driver_sue","Q71|vB_cntf|avoid|vA_cntf","",""
"2024-06-18 18:17:41","2024-06-18 18:31:38","0","NA","100","837","1","2024-06-18 18:31:39","R_1po6i3ZymlWpVFt","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","48.57","0","0","0","35.88","0","1,2","100","0","0","100","0","0","2","1","0","2","","49","1","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv","Q167|avoid_intv|vA_cntf_intv|vB_cntf_intv"
"2024-06-18 18:29:38","2024-06-18 18:33:01","0","NA","100","202","1","2024-06-18 18:33:01","R_6VbbFJJYyWAxlrX","","","","","NA","NA","anonymous","EN","1","2","2","8.681","22.251","23.044","4","1.362","8.4","13.845","2","100","0","100","5","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","30","1","","36","4","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vB_cntf_AV|avoid_AV|vA_cntf_AV","","","","","",""
"2024-06-18 18:37:50","2024-06-18 18:44:37","0","NA","100","407","1","2024-06-18 18:44:38","R_37ByB8oI76QKxns","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","173.085","0","0","0","11.253","0","1,2","100","10","93","40","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","2","","50","2","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vB_cntf_AV_intv|vA_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-18 18:45:11","2024-06-18 18:47:47","0","NA","100","155","1","2024-06-18 18:47:47","R_7FXV2sgQPG2qf7P","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.608","3.608","18.921","1","0","0","11.381","0","1,2","100","0","0","100","0","0","2","1","0","1","","41","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_sue_intv|vB_mf_sue_intv|vA_sue_intv","Q167|vB_cntf_intv|vA_cntf_intv|avoid_intv"
"2024-06-18 18:49:39","2024-06-18 18:51:49","0","NA","100","130","1","2024-06-18 18:51:49","R_1y4bJeefFmVGiem","","","","","NA","NA","anonymous","EN","1","2","2","0","0","16.91","0","0","0","11.188","0","100","50","100","50","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","25","1","","34","4","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vB_cntf_AV|vA_cntf_AV|avoid_AV","","","","","",""
"2024-06-19 11:54:02","2024-06-19 11:56:33","0","NA","100","151","1","2024-06-19 11:56:33","R_6l3yJ40QSc6GWYh","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.251","11.251","11.76","1","0","0","11.127","0","100","0","0","100","8","0","","","","","","","","","","","","","","","","2","1","4","2","","37","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_driver_sue|vB_mf_sue|vA_sue","Q71|vA_cntf|vB_cntf|avoid","",""
