"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","Q88_First.Click","Q88_Last.Click","Q88_Page.Submit","Q88_Click.Count","Q84_First.Click","Q84_Last.Click","Q84_Page.Submit","Q84_Click.Count","vA_liable_AV_1","vB_mnfctr_liable_AV_1","vA_cntrfctl_AV_1","vB_cntrfctl_AV_1","avoid_AV_1","Q87_First.Click","Q87_Last.Click","Q87_Page.Submit","Q87_Click.Count","Q82_First.Click","Q82_Last.Click","Q82_Page.Submit","Q82_Click.Count","vA_liable_1","vB_driver_liable_1","vB_mnfctr_liable_1","vA_cntrfctl_1","vB_cntrfctl_1","avoid_1","comp1","comp_accident","pol_affiliation_1","driving_ability_1","ai_familiarity_1","gender","gender_4_TEXT","age","edu","edu_8_TEXT","FL_4_DO","questions_1_AV_DO","questions_2_AV_DO","questions_1_DO","questions_2_DO","moderators_DO"
"2023-04-06 17:04:20","2023-04-06 17:07:47","0","NA","100","207","1","2023-04-06 17:07:48","R_30hJZN2VZxmHiMr","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","24.253","0","0","0","11.405","0","100","0","0","100","0","0","2","1","25","75","4","2","","52","5","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:03:28","2023-04-06 17:07:49","0","NA","100","261","1","2023-04-06 17:07:50","R_2AL2OWL1V9ioqhc","","","","","NA","NA","anonymous","EN","1","2","2","0","0","49.95","0","0","0","13.174","0","100","50","100","100","100","","","","","","","","","","","","","","","1","1","0","100","70","4","nonbinary","35","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:02:46","2023-04-06 17:07:51","0","NA","100","305","1","2023-04-06 17:07:52","R_1DqcldWoNXShWGg","","","","","NA","NA","anonymous","EN","1","2","2","5.866","20.158","21.036","3","3.139","10.029","11.104","2","100","0","100","100","0","","","","","","","","","","","","","","","1","1","80","50","30","1","","57","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:03:51","2023-04-06 17:07:52","0","NA","100","241","1","2023-04-06 17:07:53","R_2YVO4Y3iAYJpHb7","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","4.068","23.592","25.44","2","0","0","16.987","0","100","0","0","100","0","0","2","1","100","100","36","1","","50","4","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:03:55","2023-04-06 17:07:55","0","NA","100","240","1","2023-04-06 17:07:56","R_1rwf99NpF7PzC3D","","","","","NA","NA","anonymous","EN","1","2","2","0","0","43.032","0","0","0","19.831","0","100","0","100","62","59","","","","","","","","","","","","","","","1","1","5","81","72","1","","58","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:05:35","2023-04-06 17:08:07","0","NA","100","151","1","2023-04-06 17:08:07","R_1hRX3tQ8k5yjUYO","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","30.227","0","13.727","13.727","16.021","1","100","0","0","100","60","45","2","1","50","40","0","3","","27","3","","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:05:21","2023-04-06 17:08:11","0","NA","100","169","1","2023-04-06 17:08:11","R_3kLKSJ0KzZ5BIPD","","","","","NA","NA","anonymous","EN","1","2","2","0","0","14.422","0","0","0","14.106","0","95","10","100","80","100","","","","","","","","","","","","","","","1","1","20","80","5","1","","26","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:06:11","2023-04-06 17:08:14","0","NA","100","122","1","2023-04-06 17:08:15","R_1GZZEIO3ER1gfwT","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-04-06 17:04:10","2023-04-06 17:08:17","0","NA","100","246","1","2023-04-06 17:08:18","R_WdPLqu2NXXpvbMZ","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","55.912","0","0","0","12.265","0","72","0","0","100","10","10","2","1","10","90","80","1","","28","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:04:23","2023-04-06 17:08:17","0","NA","100","234","1","2023-04-06 17:08:18","R_2WPEnan1m0YxUUV","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","25.687","0","0","0","14.734","0","99","0","0","100","8","0","2","1","80","90","30","2","","41","3","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:03:03","2023-04-06 17:08:18","0","NA","100","314","1","2023-04-06 17:08:18","R_2ZTXsN6HQG2nvCO","","","","","NA","NA","anonymous","EN","1","2","2","0","0","23.268","0","0","0","17.282","0","100","20","100","60","40","","","","","","","","","","","","","","","1","1","10","50","65","1","","38","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:03:04","2023-04-06 17:08:19","0","NA","100","314","1","2023-04-06 17:08:19","R_3PWSKStl1Lc70YT","","","","","NA","NA","anonymous","EN","1","2","2","8.747","21.999","35.553","3","4.88","4.88","11.695","1","100","50","100","80","45","","","","","","","","","","","","","","","1","1","20","45","77","1","","28","1","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:00:51","2023-04-06 17:08:20","0","NA","100","448","1","2023-04-06 17:08:20","R_1plKonGQ28FM8Bl","","","","","NA","NA","anonymous","EN","1","2","2","0","0","137.586","0","0","0","31.624","0","100","0","90","10","20","","","","","","","","","","","","","","","1","1","50","90","30","1","","38","1","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:02:24","2023-04-06 17:08:22","0","NA","100","358","1","2023-04-06 17:08:23","R_2bUIOxS1lSFsUd5","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","32.323","0","0","0","34.377","0","86","0","0","100","100","100","2","1","50","29","10","2","","56","1","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:05:25","2023-04-06 17:08:23","0","NA","100","178","1","2023-04-06 17:08:24","R_eXsSOlQTdpdIpFv","","","","","NA","NA","anonymous","EN","1","2","2","0","0","25.237","0","0","0","12.446","0","100","9","100","82","30","","","","","","","","","","","","","","","1","1","8","100","54","1","","69","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:01:58","2023-04-06 17:08:24","0","NA","100","386","1","2023-04-06 17:08:24","R_2fqYPOms6VKSi2d","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","1.399","1.399","72.726","1","0","0","18.592","0","90","0","25","100","60","30","2","1","50","25","20","1","","30","4","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:06:03","2023-04-06 17:08:24","0","NA","100","141","1","2023-04-06 17:08:25","R_2PqhMfw5e1VFgpZ","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","17.325","0","0","0","11.511","0","100","0","0","100","0","0","2","1","0","62","42","2","","36","2","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:02:08","2023-04-06 17:08:26","0","NA","100","377","1","2023-04-06 17:08:26","R_2fevDLTSRAMfKOb","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","32.518","0","0","0","13.478","0","56","50","30","72","64","67","2","1","95","71","41","1","","","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:05:32","2023-04-06 17:08:27","0","NA","100","174","1","2023-04-06 17:08:27","R_3O8KD6wxsw8iJuh","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","22.057","0","0","0","13.107","0","96","3","14","97","20","31","2","1","13","67","40","1","","36","1","","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:06:05","2023-04-06 17:08:29","0","NA","100","143","1","2023-04-06 17:08:30","R_XTaRBeefADtJnxv","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","13.6","13.6","14.066","1","0","0","11.4","0","100","0","0","100","20","10","2","1","50","100","66","1","","49","3","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:03:26","2023-04-06 17:08:30","0","NA","100","304","1","2023-04-06 17:08:31","R_2bU9HJB5I7BBcgt","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","45.065","45.065","48.458","1","0","0","25.313","0","60","79","8","67","100","100","2","2","0","0","0","1","","39","3","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:04:44","2023-04-06 17:08:33","0","NA","100","228","1","2023-04-06 17:08:33","R_2YFYAmLqDAIm9CQ","","","","","NA","NA","anonymous","EN","1","2","2","2.67","19.347","20.675","2","0","0","12.811","0","100","0","100","0","0","","","","","","","","","","","","","","","1","1","50","50","0","1","","47","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:05:36","2023-04-06 17:08:33","0","NA","100","177","1","2023-04-06 17:08:34","R_12hEuZQoPVkJTyj","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","26.129","0","0","0","11.274","0","100","0","0","100","0","0","2","1","50","29","50","2","","51","4","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:06:09","2023-04-06 17:08:36","0","NA","100","146","1","2023-04-06 17:08:36","R_3DoPxh571c2qGjz","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","14.46","0","0","0","11.225","0","100","17","30","92","60","61","2","1","0","50","20","1","","23","1","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:05:52","2023-04-06 17:08:37","0","NA","100","164","1","2023-04-06 17:08:38","R_24uC6GKazJso8sU","","","","","NA","NA","anonymous","EN","1","2","2","0","0","36.482","0","0","0","12.09","0","100","0","100","0","0","","","","","","","","","","","","","","","1","1","50","50","20","1","","44","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:05:56","2023-04-06 17:08:38","0","NA","100","162","1","2023-04-06 17:08:38","R_pJWxpkgUBcsGHf3","","","","","NA","NA","anonymous","EN","1","2","2","0","0","19.007","0","0","0","11.195","0","92","10","91","65","25","","","","","","","","","","","","","","","1","1","25","50","15","1","","39","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:04:36","2023-04-06 17:08:38","0","NA","100","242","1","2023-04-06 17:08:39","R_DNugiiimRM9EpY5","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","18.158","0","0","0","13.242","0","100","0","0","100","0","0","2","1","50","73","50","2","","65","5","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:04:01","2023-04-06 17:08:40","0","NA","100","279","1","2023-04-06 17:08:41","R_3D0GU9eKwVqKiRG","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","26.149","0","0","0","14.101","0","100","0","0","100","0","0","2","1","20","100","20","1","","69","3","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:04:39","2023-04-06 17:08:42","0","NA","100","243","1","2023-04-06 17:08:42","R_2zeChRO2cgzOVeC","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","24.753","0","0","0","13.383","0","92","0","25","96","20","27","2","1","20","74","25","1","","27","4","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:01:24","2023-04-06 17:08:43","0","NA","100","438","1","2023-04-06 17:08:43","R_31WvyUlMqFhRv3V","","","","","NA","NA","anonymous","EN","1","2","2","0","0","27.106","0","0","0","42.584","0","100","0","92","25","6","","","","","","","","","","","","","","","1","1","10","50","60","2","","50","5","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:05:42","2023-04-06 17:08:45","0","NA","100","183","1","2023-04-06 17:08:46","R_BqWNnIFn63RKLKx","","","","","NA","NA","anonymous","EN","1","2","2","0","0","20.599","0","0","0","10.962","0","100","0","100","20","40","","","","","","","","","","","","","","","1","1","10","70","20","1","","25","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:04:52","2023-04-06 17:08:46","0","NA","100","234","1","2023-04-06 17:08:46","R_1CEAZ9jLJn8W0x4","","","","","NA","NA","anonymous","EN","1","2","2","1.016","7.994","18.838","5","2.523","10.16","11.466","2","100","80","100","31","71","","","","","","","","","","","","","","","1","1","0","95","86","2","","24","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:04:34","2023-04-06 17:08:46","0","NA","100","251","1","2023-04-06 17:08:47","R_A0uvLfK7dNUmkjD","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","18.246","0","0","0","11.079","0","100","100","90","85","85","100","2","1","0","100","30","1","","26","3","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:05:13","2023-04-06 17:08:48","0","NA","100","215","1","2023-04-06 17:08:48","R_3LdMK7JSjyzzTMI","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","24.594","0","0","0","13.95","0","90","19","33","75","40","44","2","1","70","70","27","1","","42","3","","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:05:11","2023-04-06 17:08:48","0","NA","100","217","1","2023-04-06 17:08:49","R_2ANcPDDhCWX1hr1","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","21.661","0","0","0","12.775","0","100","0","0","100","20","20","2","1","0","0","20","2","","37","3","","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:01:14","2023-04-06 17:08:50","0","NA","100","455","1","2023-04-06 17:08:50","R_OPPd4wWiqac3zFv","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","66.338","0","0","0","19.952","0","100","10","0","100","30","70","2","1","20","80","15","2","","49","4","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:04:11","2023-04-06 17:08:50","0","NA","100","279","1","2023-04-06 17:08:50","R_1FQVE4ypTbnRi6u","","","","","NA","NA","anonymous","EN","1","2","2","0","0","40.651","0","4.38","9.111","12.046","2","100","80","50","25","77","","","","","","","","","","","","","","","1","1","9","81","66","1","","34","5","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:05:56","2023-04-06 17:08:51","0","NA","100","174","1","2023-04-06 17:08:51","R_2wslz3gIStxkQnq","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","19.577","0","0","0","11.475","0","100","0","0","100","100","18","2","1","50","50","62","2","","31","1","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:04:25","2023-04-06 17:08:53","0","NA","100","268","1","2023-04-06 17:08:53","R_3p4KAgN8wYmv2fO","","","","","NA","NA","anonymous","EN","1","2","2","15.515","15.515","31.228","1","6.71","6.71","13.002","1","100","0","100","0","75","","","","","","","","","","","","","","","1","1","50","90","30","1","","26","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:04:23","2023-04-06 17:08:54","0","NA","100","271","1","2023-04-06 17:08:55","R_3jSYFHZOzXxfQuz","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","50.062","0","0","0","11.507","0","0","95","55","100","9","5","2","1","10","40","14","1","","52","4","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:06:14","2023-04-06 17:08:55","0","NA","100","160","1","2023-04-06 17:08:55","R_2Eu6xhEL5k2DzWB","","","","","NA","NA","anonymous","EN","1","2","2","0","0","17.521","0","0","0","13.486","0","100","0","100","60","5","","","","","","","","","","","","","","","1","1","11","40","56","1","","30","3","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:02:15","2023-04-06 17:08:57","0","NA","100","401","1","2023-04-06 17:08:57","R_1QF9T7m8bvfBvVR","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","22.659","0","0","0","16.099","0","96","17","6","99","71","68","2","1","90","93","75","1","","46","4","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:05:36","2023-04-06 17:08:59","0","NA","100","203","1","2023-04-06 17:09:00","R_XpJolQXME6Z9Tsl","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","42.542","0","0","0","11.153","0","100","0","0","100","100","5","2","1","50","50","0","1","","28","1","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:03:30","2023-04-06 17:09:00","0","NA","100","330","1","2023-04-06 17:09:01","R_2UXDOPXQv0GM67O","","","","","NA","NA","anonymous","EN","1","2","2","0","0","66.05","0","0","0","19.137","0","81","30","60","61","40","","","","","","","","","","","","","","","1","1","50","50","29","1","","36","3","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:02:26","2023-04-06 17:09:00","0","NA","100","394","1","2023-04-06 17:09:01","R_1QMXOSkijWvmwF1","","","","","NA","NA","anonymous","EN","1","2","2","0","0","41.636","0","0","0","11.841","0","80","20","90","50","50","","","","","","","","","","","","","","","1","1","15","20","30","1","","42","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
